Partner Data Point File	- compression			
Start of Test Mon 10 Sep 2018 15:31:06				
Time ( min )	Stress ( psi )	Position ( in )	Load ( lbf )	Zone
1.53167	0.1435	11445.6	Speed 1
1.53333	0.1435	11458.2	Speed 1
1.535	0.1435	11470.7	Speed 1
1.53667	0.1435	11483.1	Speed 1
1.53833	0.1435	11495.8	Speed 1
1.54	0.1435	11508.2	Speed 1
1.54167	0.1438	11520.6	Speed 1
1.54333	0.1438	11533.3	Speed 1
1.545	0.1438	11545.9	Speed 1
1.54667	0.1438	11558.4	Speed 1
1.54833	0.1438	11570.9	Speed 1
1.55	0.1438	11583.4	Speed 1
1.55167	0.1438	11596	Speed 1
1.55333	0.1438	11608.6	Speed 1
1.555	0.1438	11621	Speed 1
1.55667	0.1438	11633.5	Speed 1
1.55833	0.1438	11645.7	Speed 1
1.56	0.144	11658.3	Speed 1
1.56167	0.144	11670.7	Speed 1
1.56333	0.144	11683.2	Speed 1
1.565	0.144	11695.7	Speed 1
1.56667	0.144	11708.1	Speed 1
1.56833	0.144	11720.9	Speed 1
1.57	0.144	11733.2	Speed 1
1.57167	0.144	11745.7	Speed 1
1.57333	0.144	11758.3	Speed 1
1.575	0.144	11770.8	Speed 1
1.57667	0.144	11783.2	Speed 1
1.57833	0.144	11795.6	Speed 1
1.58	0.1443	11808.2	Speed 1
1.58167	0.1443	11820.3	Speed 1
1.58333	0.1443	11833.1	Speed 1
1.585	0.1443	11845.5	Speed 1
1.58667	0.1443	11858.1	Speed 1
1.58833	0.1443	11870.7	Speed 1
1.59	0.1443	11883.2	Speed 1
1.59167	0.1443	11895.7	Speed 1
1.59333	0.1443	11908.3	Speed 1
1.595	0.1443	11920.6	Speed 1
1.59667	0.1443	11933.4	Speed 1
1.59833	0.1445	11945.7	Speed 1
1.6	0.1445	11958	Speed 1
1.60167	0.1445	11970.6	Speed 1
1.60333	0.1445	11983.4	Speed 1
1.605	0.1445	11995.6	Speed 1
1.60667	0.1445	12008.3	Speed 1
1.60833	0.1445	12020.8	Speed 1
1.61	0.1445	12032.9	Speed 1
1.61167	0.1445	12045.6	Speed 1
1.61333	0.1445	12058.3	Speed 1
1.615	0.1445	12070.7	Speed 1
1.61667	0.1445	12083.1	Speed 1
1.61833	0.1447	12095.6	Speed 1
1.62	0.1447	12108.1	Speed 1
1.62167	0.1447	12120.4	Speed 1
1.62333	0.1447	12133	Speed 1
1.625	0.1447	12145.4	Speed 1
1.62667	0.1447	12158.1	Speed 1
1.62833	0.1447	12170.7	Speed 1
1.63	0.1447	12183.2	Speed 1
1.63167	0.1447	12195.7	Speed 1
1.63333	0.1447	12208.3	Speed 1
1.635	0.1447	12220.7	Speed 1
1.63667	0.145	12233.1	Speed 1
1.63833	0.145	12245.5	Speed 1
1.64	0.145	12258.2	Speed 1
1.64167	0.145	12270.5	Speed 1
1.64333	0.145	12283.1	Speed 1
1.645	0.145	12295.8	Speed 1
1.64667	0.145	12308.3	Speed 1
1.64833	0.145	12320.8	Speed 1
1.65	0.145	12333.1	Speed 1
1.65167	0.145	12345.5	Speed 1
1.65333	0.145	12358.2	Speed 1
1.655	0.145	12370.6	Speed 1
1.65667	0.1453	12382.9	Speed 1
1.65833	0.1453	12395.4	Speed 1
1.66	0.1453	12407.8	Speed 1
1.66167	0.1453	12420.4	Speed 1
1.66333	0.1453	12433	Speed 1
1.665	0.1453	12445.5	Speed 1
1.66667	0.1453	12458	Speed 1
1.66833	0.1453	12470.7	Speed 1
1.67	0.1453	12483	Speed 1
1.67167	0.1453	12495.5	Speed 1
1.67333	0.1453	12508.1	Speed 1
1.675	0.1455	12520.5	Speed 1
1.67667	0.1455	12532.9	Speed 1
1.67833	0.1455	12545.5	Speed 1
1.68	0.1455	12558	Speed 1
1.68167	0.1455	12570.5	Speed 1
1.68333	0.1455	12583.3	Speed 1
1.685	0.1455	12595.6	Speed 1
1.68667	0.1455	12608.2	Speed 1
1.68833	0.1455	12620.8	Speed 1
1.69	0.1455	12633	Speed 1
1.69167	0.1455	12645.6	Speed 1
1.69333	0.1455	12658.3	Speed 1
1.695	0.1455	12670.5	Speed 1
1.69667	0.1458	12683.2	Speed 1
1.69833	0.1458	12695.5	Speed 1
1.7	0.1458	12707.7	Speed 1
1.70167	0.1458	12720.6	Speed 1
1.70333	0.1458	12732.9	Speed 1
1.705	0.1458	12745.4	Speed 1
1.70667	0.1458	12758.1	Speed 1
1.70833	0.1458	12770.5	Speed 1
1.71	0.1458	12783.1	Speed 1
1.71167	0.1458	12795.8	Speed 1
1.71333	0.1458	12808.2	Speed 1
1.715	0.146	12820.6	Speed 1
1.71667	0.146	12832.8	Speed 1
1.71833	0.146	12845.5	Speed 1
1.72	0.146	12858	Speed 1
1.72167	0.146	12870.5	Speed 1
1.72333	0.146	12883.2	Speed 1
1.725	0.146	12895.6	Speed 1
1.72667	0.146	12908.1	Speed 1
1.72833	0.146	12920.6	Speed 1
1.73	0.146	12933.2	Speed 1
1.73167	0.146	12945.4	Speed 1
1.73333	0.146	12958	Speed 1
1.735	0.146	12970.4	Speed 1
1.73667	0.146	12983	Speed 1
1.73833	0.1463	12995.5	Speed 1
1.74	0.1463	13007.8	Speed 1
1.74167	0.1463	13020.1	Speed 1
1.74333	0.1463	13032.7	Speed 1
1.745	0.1463	13045.4	Speed 1
1.74667	0.1463	13057.8	Speed 1
1.74833	0.1463	13070.3	Speed 1
1.75	0.1463	13082.8	Speed 1
1.75167	0.1463	13095.1	Speed 1
1.75333	0.1463	13107.8	Speed 1
1.755	0.1463	13120.6	Speed 1
1.75667	0.1465	13132.8	Speed 1
1.75833	0.1465	13145.1	Speed 1
1.76	0.1465	13157.9	Speed 1
1.76167	0.1465	13170.2	Speed 1
1.76333	0.1465	13182.8	Speed 1
1.765	0.1465	13195.4	Speed 1
1.76667	0.1465	13207.9	Speed 1
1.76833	0.1465	13220.5	Speed 1
1.77	0.1465	13232.6	Speed 1
1.77167	0.1465	13245.2	Speed 1
1.77333	0.1465	13257.9	Speed 1
1.775	0.1465	13270.3	Speed 1
1.77667	0.1465	13282.7	Speed 1
1.77833	0.1468	13295.2	Speed 1
1.78	0.1468	13307.6	Speed 1
1.78167	0.1468	13320.1	Speed 1
1.78333	0.1468	13332.5	Speed 1
1.785	0.1468	13345.3	Speed 1
1.78667	0.1468	13357.9	Speed 1
1.78833	0.1468	13370.4	Speed 1
1.79	0.1468	13382.8	Speed 1
1.79167	0.1468	13395.5	Speed 1
1.79333	0.1468	13407.9	Speed 1
1.795	0.1468	13420.5	Speed 1
1.79667	0.147	13433	Speed 1
1.79833	0.147	13445.3	Speed 1
1.8	0.147	13458	Speed 1
1.80167	0.147	13470.4	Speed 1
1.80333	0.147	13483.1	Speed 1
1.805	0.147	13495.6	Speed 1
1.80667	0.147	13508.1	Speed 1
1.80833	0.147	13520.4	Speed 1
1.81	0.147	13532.8	Speed 1
1.81167	0.147	13545.4	Speed 1
1.81333	0.147	13557.9	Speed 1
1.815	0.147	13570.3	Speed 1
1.81667	0.147	13583	Speed 1
1.81833	0.1473	13595.3	Speed 1
1.82	0.1473	13607.7	Speed 1
1.82167	0.1473	13620.4	Speed 1
1.82333	0.1473	13632.9	Speed 1
1.825	0.1473	13645.5	Speed 1
1.82667	0.1473	13658.1	Speed 1
1.82833	0.1473	13670.5	Speed 1
1.83	0.1473	13683.1	Speed 1
1.83167	0.1473	13695.6	Speed 1
1.83333	0.1473	13708	Speed 1
1.835	0.1473	13720.8	Speed 1
1.83667	0.1473	13733.2	Speed 1
1.83833	0.1475	13745.5	Speed 1
1.84	0.1475	13757.8	Speed 1
1.84167	0.1475	13770.5	Speed 1
1.84333	0.1475	13783.1	Speed 1
1.845	0.1475	13795.3	Speed 1
1.84667	0.1475	13808	Speed 1
1.84833	0.1475	13820.3	Speed 1
1.85	0.1475	13832.8	Speed 1
1.85167	0.1475	13845.4	Speed 1
1.85333	0.1475	13857.9	Speed 1
1.855	0.1475	13870.4	Speed 1
1.85667	0.1475	13882.8	Speed 1
1.85833	0.1475	13895.5	Speed 1
1.86	0.1478	13907.8	Speed 1
1.86167	0.1478	13920.2	Speed 1
1.86333	0.1478	13933	Speed 1
1.865	0.1478	13945.5	Speed 1
1.86667	0.1478	13957.9	Speed 1
1.86833	0.1478	13970.4	Speed 1
1.87	0.1478	13983	Speed 1
1.87167	0.1478	13995.6	Speed 1
1.87333	0.1478	14008.3	Speed 1
1.875	0.1478	14020.7	Speed 1
1.87667	0.1478	14033	Speed 1
1.87833	0.1478	14045.4	Speed 1
1.88	0.148	14057.8	Speed 1
1.88167	0.148	14070.2	Speed 1
1.88333	0.148	14082.8	Speed 1
1.885	0.148	14095.4	Speed 1
1.88667	0.148	14107.9	Speed 1
1.88833	0.148	14120.4	Speed 1
1.89	0.148	14133	Speed 1
1.89167	0.148	14145.4	Speed 1
1.89333	0.148	14157.7	Speed 1
1.895	0.148	14170.3	Speed 1
1.89667	0.148	14183	Speed 1
1.89833	0.148	14195.5	Speed 1
1.9	0.148	14208	Speed 1
1.90167	0.1482	14220.4	Speed 1
1.90333	0.1482	14232.8	Speed 1
1.905	0.1482	14245.4	Speed 1
1.90667	0.1482	14258	Speed 1
1.90833	0.1482	14270.6	Speed 1
1.91	0.1482	14283.3	Speed 1
1.91167	0.1482	14295.6	Speed 1
1.91333	0.1482	14308.2	Speed 1
1.915	0.1482	14320.6	Speed 1
1.91667	0.1482	14332.9	Speed 1
1.91833	0.1482	14345.5	Speed 1
1.92	0.1482	14358	Speed 1
1.92167	0.1485	14370.3	Speed 1
1.92333	0.1485	14382.6	Speed 1
1.925	0.1485	14395.2	Speed 1
1.92667	0.1485	14407.5	Speed 1
1.92833	0.1485	14420.2	Speed 1
1.93	0.1485	14432.6	Speed 1
1.93167	0.1485	14445.1	Speed 1
1.93333	0.1485	14457.6	Speed 1
1.935	0.1485	14469.9	Speed 1
1.93667	0.1485	14482.5	Speed 1
1.93833	0.1485	14495	Speed 1
1.94	0.1485	14507.6	Speed 1
1.94167	0.1485	14519.9	Speed 1
1.94333	0.1487	14532.2	Speed 1
1.945	0.1487	14544.8	Speed 1
1.94667	0.1487	14557.3	Speed 1
1.94833	0.1487	14569.9	Speed 1
1.95	0.1487	14582.5	Speed 1
1.95167	0.1487	14595	Speed 1
1.95333	0.1487	14607.5	Speed 1
1.955	0.1487	14620	Speed 1
1.95667	0.1487	14632.4	Speed 1
1.95833	0.1487	14644.8	Speed 1
1.96	0.1487	14657.3	Speed 1
1.96167	0.149	14669.7	Speed 1
1.96333	0.149	14682	Speed 1
1.965	0.149	14694.7	Speed 1
1.96667	0.149	14707.1	Speed 1
1.96833	0.149	14719.8	Speed 1
1.97	0.149	14732.4	Speed 1
1.97167	0.149	14745.1	Speed 1
1.97333	0.149	14757.6	Speed 1
1.975	0.149	14770.3	Speed 1
1.97667	0.149	14782.8	Speed 1
1.97833	0.149	14795.2	Speed 1
1.98	0.149	14807.9	Speed 1
1.98167	0.1493	14820.4	Speed 1
1.98333	0.1493	14832.9	Speed 1
1.985	0.1493	14845.5	Speed 1
1.98667	0.1493	14858.2	Speed 1
1.98833	0.1493	14870.7	Speed 1
1.99	0.1493	14883.3	Speed 1
1.99167	0.1493	14895.7	Speed 1
1.99333	0.1493	14908.2	Speed 1
1.995	0.1493	14920.8	Speed 1
1.99667	0.1493	14933.2	Speed 1
1.99833	0.1493	14945.7	Speed 1
2	0.1495	14958	Speed 1
2.00167	0.1495	14970.6	Speed 1
2.00333	0.1495	14982.9	Speed 1
2.005	0.1495	14995.7	Speed 1
2.00667	0.1495	15008.1	Speed 1
2.00833	0.1495	15020.8	Speed 1
2.01	0.1495	15033.5	Speed 1
2.01167	0.1495	15045.8	Speed 1
2.01333	0.1495	15058	Speed 1
2.015	0.1495	15070.5	Speed 1
2.01667	0.1495	15083.2	Speed 1
2.01833	0.1495	15095.7	Speed 1
2.02	0.1495	15108	Speed 1
2.02167	0.1498	15120.6	Speed 1
2.02333	0.1498	15133.1	Speed 1
2.025	0.1498	15145.4	Speed 1
2.02667	0.1498	15157.9	Speed 1
2.02833	0.1498	15170.2	Speed 1
2.03	0.1498	15182.6	Speed 1
2.03167	0.1498	15195.2	Speed 1
2.03333	0.1498	15207.9	Speed 1
2.035	0.1498	15220.4	Speed 1
2.03667	0.1498	15233	Speed 1
2.03833	0.1498	15245.4	Speed 1
2.04	0.15	15257.9	Speed 1
2.04167	0.15	15270.4	Speed 1
2.04333	0.15	15283.2	Speed 1
2.045	0.15	15295.6	Speed 1
2.04667	0.15	15308.4	Speed 1
2.04833	0.15	15320.6	Speed 1
2.05	0.15	15333.2	Speed 1
2.05167	0.15	15345.8	Speed 1
2.05333	0.15	15358.4	Speed 1
2.055	0.15	15370.7	Speed 1
2.05667	0.15	15383.3	Speed 1
2.05833	0.15	15395.9	Speed 1
2.06	0.15	15408.5	Speed 1
2.06167	0.1503	15420.6	Speed 1
2.06333	0.1503	15433	Speed 1
2.065	0.1503	15445.6	Speed 1
2.06667	0.1503	15458.3	Speed 1
2.06833	0.1503	15470.6	Speed 1
2.07	0.1503	15483.1	Speed 1
2.07167	0.1503	15495.6	Speed 1
2.07333	0.1503	15508.1	Speed 1
2.075	0.1503	15520.5	Speed 1
2.07667	0.1503	15533.1	Speed 1
2.07833	0.1503	15545.6	Speed 1
2.08	0.1503	15557.9	Speed 1
2.08167	0.1505	15570.4	Speed 1
2.08333	0.1505	15582.5	Speed 1
2.085	0.1505	15595	Speed 1
2.08667	0.1505	15607.7	Speed 1
2.08833	0.1505	15620.4	Speed 1
2.09	0.1505	15633	Speed 1
2.09167	0.1505	15645.5	Speed 1
2.09333	0.1505	15658	Speed 1
2.095	0.1505	15670.4	Speed 1
2.09667	0.1505	15683.1	Speed 1
2.09833	0.1505	15695.5	Speed 1
2.1	0.1505	15708	Speed 1
2.10167	0.1505	15720.6	Speed 1
2.10333	0.1507	15733	Speed 1
2.105	0.1507	15745.4	Speed 1
2.10667	0.1507	15757.8	Speed 1
2.10833	0.1507	15770.3	Speed 1
2.11	0.1507	15783	Speed 1
2.11167	0.1507	15795.2	Speed 1
2.11333	0.1507	15807.8	Speed 1
2.115	0.1507	15820.5	Speed 1
2.11667	0.1507	15832.9	Speed 1
2.11833	0.1507	15845.4	Speed 1
2.12	0.1507	15857.9	Speed 1
2.12167	0.1507	15870.2	Speed 1
2.12333	0.1507	15882.9	Speed 1
2.125	0.151	15895.1	Speed 1
2.12667	0.151	15907.5	Speed 1
2.12833	0.151	15920.2	Speed 1
2.13	0.151	15932.8	Speed 1
2.13167	0.151	15945.3	Speed 1
2.13333	0.151	15957.8	Speed 1
2.135	0.151	15970.5	Speed 1
2.13667	0.151	15982.9	Speed 1
2.13833	0.151	15995.3	Speed 1
2.14	0.151	16007.8	Speed 1
2.14167	0.151	16020.4	Speed 1
2.14333	0.151	16032.8	Speed 1
2.145	0.151	16045.4	Speed 1
2.14667	0.1513	16057.6	Speed 1
2.14833	0.1513	16070.1	Speed 1
2.15	0.1513	16082.5	Speed 1
2.15167	0.1513	16095.2	Speed 1
2.15333	0.1513	16107.8	Speed 1
2.155	0.1513	16120.3	Speed 1
2.15667	0.1513	16132.8	Speed 1
2.15833	0.1513	16145.3	Speed 1
2.16	0.1513	16157.7	Speed 1
2.16167	0.1513	16170.2	Speed 1
2.16333	0.1513	16182.6	Speed 1
2.165	0.1513	16195.2	Speed 1
2.16667	0.1513	16207.7	Speed 1
2.16833	0.1515	16220.1	Speed 1
2.17	0.1515	16232.6	Speed 1
2.17167	0.1515	16245.2	Speed 1
2.17333	0.1515	16257.6	Speed 1
2.175	0.1515	16270.1	Speed 1
2.17667	0.1515	16282.7	Speed 1
2.17833	0.1515	16295.2	Speed 1
2.18	0.1515	16307.5	Speed 1
2.18167	0.1515	16320	Speed 1
2.18333	0.1515	16332.5	Speed 1
2.185	0.1515	16345.1	Speed 1
2.18667	0.1515	16357.4	Speed 1
2.18833	0.1515	16369.9	Speed 1
2.19	0.1518	16382.2	Speed 1
2.19167	0.1518	16394.5	Speed 1
2.19333	0.1518	16407.3	Speed 1
2.195	0.1518	16419.9	Speed 1
2.19667	0.1518	16432.3	Speed 1
2.19833	0.1518	16445	Speed 1
2.2	0.1518	16457.3	Speed 1
2.20167	0.1518	16469.9	Speed 1
2.20333	0.1518	16482.5	Speed 1
2.205	0.1518	16494.6	Speed 1
2.20667	0.1518	16506.7	Speed 1
2.20833	0.152	16519.5	Speed 1
2.21	0.152	16531.6	Speed 1
2.21167	0.152	16544.6	Speed 1
2.21333	0.152	16557.1	Speed 1
2.215	0.152	16569.5	Speed 1
2.21667	0.152	16582.1	Speed 1
2.21833	0.152	16594.6	Speed 1
2.22	0.152	16607.1	Speed 1
2.22167	0.152	16619.6	Speed 1
2.22333	0.152	16632.3	Speed 1
2.225	0.152	16644.9	Speed 1
2.22667	0.152	16657.7	Speed 1
2.22833	0.1522	16670	Speed 1
2.23	0.1522	16682.6	Speed 1
2.23167	0.1522	16695	Speed 1
2.23333	0.1522	16707.4	Speed 1
2.235	0.1522	16720	Speed 1
2.23667	0.1522	16732.4	Speed 1
2.23833	0.1522	16744.9	Speed 1
2.24	0.1522	16757.6	Speed 1
2.24167	0.1522	16770	Speed 1
2.24333	0.1522	16782.8	Speed 1
2.245	0.1522	16795.6	Speed 1
2.24667	0.1525	16807.8	Speed 1
2.24833	0.1525	16820.2	Speed 1
2.25	0.1525	16833.1	Speed 1
2.25167	0.1525	16845.7	Speed 1
2.25333	0.1525	16858.3	Speed 1
2.255	0.1525	16870.5	Speed 1
2.25667	0.1525	16883.2	Speed 1
2.25833	0.1525	16895.4	Speed 1
2.26	0.1525	16908	Speed 1
2.26167	0.1525	16920.6	Speed 1
2.26333	0.1525	16933	Speed 1
2.265	0.1525	16945.6	Speed 1
2.26667	0.1525	16958.1	Speed 1
2.26833	0.1528	16970.4	Speed 1
2.27	0.1528	16983.1	Speed 1
2.27167	0.1528	16995.6	Speed 1
2.27333	0.1528	17008.1	Speed 1
2.275	0.1528	17020.6	Speed 1
2.27667	0.1528	17033	Speed 1
2.27833	0.1528	17045.7	Speed 1
2.28	0.1528	17058	Speed 1
2.28167	0.1528	17070.5	Speed 1
2.28333	0.1528	17082.9	Speed 1
2.285	0.1528	17095.4	Speed 1
2.28667	0.153	17107.7	Speed 1
2.28833	0.153	17120.2	Speed 1
2.29	0.153	17132.9	Speed 1
2.29167	0.153	17145.3	Speed 1
2.29333	0.153	17157.8	Speed 1
2.295	0.153	17170.2	Speed 1
2.29667	0.153	17182.7	Speed 1
2.29833	0.153	17195.2	Speed 1
2.3	0.153	17207.8	Speed 1
2.30167	0.153	17220.1	Speed 1
2.30333	0.153	17232.6	Speed 1
2.305	0.153	17245.1	Speed 1
2.30667	0.153	17257.8	Speed 1
2.30833	0.1533	17270.1	Speed 1
2.31	0.1533	17282.6	Speed 1
2.31167	0.1533	17295.3	Speed 1
2.31333	0.1533	17307.7	Speed 1
2.315	0.1533	17320.5	Speed 1
2.31667	0.1533	17332.9	Speed 1
2.31833	0.1533	17345.3	Speed 1
2.32	0.1533	17357.7	Speed 1
2.32167	0.1533	17370.1	Speed 1
2.32333	0.1533	17382.6	Speed 1
2.325	0.1533	17395	Speed 1
2.32667	0.1533	17407.6	Speed 1
2.32833	0.1535	17420	Speed 1
2.33	0.1535	17432.4	Speed 1
2.33167	0.1535	17445	Speed 1
2.33333	0.1535	17457.3	Speed 1
2.335	0.1535	17470	Speed 1
2.33667	0.1535	17482.5	Speed 1
2.33833	0.1535	17495.1	Speed 1
2.34	0.1535	17507.6	Speed 1
2.34167	0.1535	17520.1	Speed 1
2.34333	0.1535	17532.5	Speed 1
2.345	0.1535	17545.1	Speed 1
2.34667	0.1535	17557.5	Speed 1
2.34833	0.1538	17569.8	Speed 1
2.35	0.1538	17582.5	Speed 1
2.35167	0.1538	17595	Speed 1
2.35333	0.1538	17607.5	Speed 1
2.355	0.1538	17620.3	Speed 1
2.35667	0.1538	17632.7	Speed 1
2.35833	0.1538	17645.1	Speed 1
2.36	0.1538	17657.7	Speed 1
2.36167	0.1538	17670	Speed 1
2.36333	0.1538	17682.4	Speed 1
2.365	0.1538	17694.7	Speed 1
2.36667	0.154	17707.1	Speed 1
2.36833	0.154	17719.1	Speed 1
2.37	0.154	17731.7	Speed 1
2.37167	0.154	17743.7	Speed 1
2.37333	0.154	17756.2	Speed 1
2.375	0.154	17768.5	Speed 1
2.37667	0.154	17780.9	Speed 1
2.37833	0.154	17793.5	Speed 1
2.38	0.154	17805.8	Speed 1
2.38167	0.154	17818	Speed 1
2.38333	0.154	17830.5	Speed 1
2.385	0.1543	17842.8	Speed 1
2.38667	0.1543	17855.1	Speed 1
2.38833	0.1543	17867.1	Speed 1
2.39	0.1543	17878.9	Speed 1
2.39167	0.1543	17889.9	Speed 1
2.39333	0.1543	17901.5	Speed 1
2.395	0.1543	17912.7	Speed 1
2.39667	0.1545	17924.5	Speed 1
2.39833	0.1545	17937.1	Speed 1
2.4	0.1545	17949.5	Speed 1
2.40167	0.1545	17963.1	Speed 1
2.40333	0.1545	17977.7	Speed 1
2.405	0.1545	17992	Speed 1
2.40667	0.1545	18005.8	Speed 1
2.40833	0.1547	18019.1	Speed 1
2.41	0.1547	18032.4	Speed 1
2.41167	0.1547	18045.2	Speed 1
2.41333	0.1547	18058	Speed 1
2.415	0.1547	18070.8	Speed 1
2.41667	0.1547	18083.3	Speed 1
2.41833	0.1547	18092.8	Speed 1
2.42	0.155	18100.5	Speed 1
2.42167	0.155	18113.3	Speed 1
2.42333	0.155	18127.1	Speed 1
2.425	0.155	18140.7	Speed 1
2.42667	0.155	18153.9	Speed 1
2.42833	0.155	18166.3	Speed 1
2.43	0.1553	18178.5	Speed 1
2.43167	0.1553	18190.3	Speed 1
2.43333	0.1553	18202.5	Speed 1
2.435	0.1553	18215.6	Speed 1
2.43667	0.1553	18229.1	Speed 1
2.43833	0.1553	18242.5	Speed 1
2.44	0.1555	18256	Speed 1
2.44167	0.1555	18269.4	Speed 1
2.44333	0.1555	18282.5	Speed 1
2.445	0.1555	18295.3	Speed 1
2.44667	0.1555	18307.8	Speed 1
2.44833	0.1555	18320.5	Speed 1
2.45	0.1557	18333.2	Speed 1
2.45167	0.1557	18345.7	Speed 1
2.45333	0.1557	18358.3	Speed 1
2.455	0.1557	18370.8	Speed 1
2.45667	0.1557	18383.1	Speed 1
2.45833	0.1557	18395.1	Speed 1
2.46	0.156	18407.2	Speed 1
2.46167	0.156	18419.1	Speed 1
2.46333	0.156	18431.2	Speed 1
2.465	0.156	18441.5	Speed 1
2.46667	0.156	18452	Speed 1
2.46833	0.156	18463.6	Speed 1
2.47	0.1563	18475.3	Speed 1
2.47167	0.1563	18487.3	Speed 1
2.47333	0.1563	18498.9	Speed 1
2.475	0.1563	18509.2	Speed 1
2.47667	0.1565	18513.8	Speed 1
2.47833	0.1565	18522.4	Speed 1
2.48	0.1565	18535.1	Speed 1
2.48167	0.1568	18548.2	Speed 1
2.48333	0.1568	18560.6	Speed 1
2.485	0.157	18571.4	Speed 1
2.48667	0.157	18581.7	Speed 1
2.48833	0.157	18592.2	Speed 1
2.49	0.1573	18602.2	Speed 1
2.49167	0.1575	18611.8	Speed 1
2.49333	0.1575	18621.6	Speed 1
2.495	0.1578	18633.8	Speed 1
2.49667	0.1578	18645.3	Speed 1
2.49833	0.158	18655.1	Speed 1
2.5	0.1582	18659.9	Speed 1
2.50167	0.1585	18656.7	Speed 1
2.50333	0.1588	18643.9	Speed 1
2.505	0.1592	18613.9	Speed 1
2.50667	0.1598	18584.2	Speed 1
2.50833	0.1605	18549.7	Speed 1
2.51	0.1615	18492	Speed 1
2.51167	0.1655	17821.9	Speed 1
2.51333	0.1728	16050.6	Speed 1
2.515	0.1805	12328.7	Speed 1
2.51667	0.1875	9241.6	Speed 1
2.51833	0.194	7431.8	Speed 1
2.52	0.2	6574.7	Speed 1
2.52167	0.2062	6356	Speed 1
2.52333	0.2125	6425.9	Speed 1
2.525	0.22	5908.8	Speed 1
2.52667	0.2263	5329.6	Speed 1
2.52833	0.2327	4969	Speed 1
2.53	0.239	4935.3	Speed 1
2.53167	0.246	4900.9	Speed 1
2.53333	0.2528	4361.5	Speed 1
2.535	0.2592	3993.5	Speed 1
2.53667	0.2657	3774.4	Speed 1
2.53833	0.272	3808.2	Speed 1
2.54	0.2778	4019.5	Speed 1
2.54167	0.2835	4323.2	Speed 1
2.54333	0.2892	4750.9	Speed 1
2.545	0.2945	5168.1	Speed 1
2.54667	0.3	5673.7	Speed 1
2.54833	0.3052	6156.1	Speed 1
2.55	0.3108	6737.3	Speed 1
2.55167	0.3162	7393.8	Speed 1
2.55333	0.322	7957.3	Speed 1
2.555	0.3285	8549.1	Speed 1
2.55667	0.3345	9000.9	Speed 1
2.55833	0.3405	9473.2	Speed 1
2.56	0.3468	9783.8	Speed 1
2.56167	0.3522	10234.9	Speed 1
